id,painting_unique_id,featured_story_image,featured_manuscript_image,recension_id,total_manuscripts_with_this_story_id_illustrated,total_story_id_paintings,total_manuscript_paintings,manuscript_link,image_link,non_iiif_image_link,painting_number,painting_folio,painting_scan,number_of_episodes,episode_number,episode_location_on_page,episode_description,episode_keywords_objects,episode_keywords_agents,episode_keywords_activities,episode_keywords_concepts,episode_caption,episode_notes,painting_same_date_as_manuscript,painting_research_note,painting_sort_order_number,paintings_manuscript_detail_order,manuscript.manuscript,manuscript.manuscript_full_name,manuscript.link_to_digital_copy,canonical_story_id.canonical_story_id
1795,1440,FALSE,,,35,52,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f114v,,,1,114v,,3,3,bottom-center,The other monks preventing him for eating,,monk,,,,,,,9000,43,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,7
1796,1441,FALSE,,,35,52,36,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f060r,,,1,60r,,3,1,bottom-left,"The monk surrounded by the other monks, who are attacking him",club; stick; monk cap,monk,,,,,,,3000,,BOr (BL) 646,"British Library, ""Orient"" Collection, Manuscript No. 646",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,7
1797,1441,FALSE,,,35,52,36,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f060r,,,1,60r,,3,2,bottom-center,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; monk cap,monk,,,,The icon is not depicted,,,3000,,BOr (BL) 646,"British Library, ""Orient"" Collection, Manuscript No. 646",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,7
1798,1441,FALSE,,,35,52,36,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f060r,,,1,60r,,3,3,bottom-right,The monk escapes through the wall of the church,church; monk cap,monk,,,,,,,3000,,BOr (BL) 646,"British Library, ""Orient"" Collection, Manuscript No. 646",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,7
1799,1442,FALSE,,,35,52,59,Images not publicly available as of September 2022,,,1,69v,71a,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",church; stick; club,monk,,,,,,,4000,47,Davies-DW (EMIP) 1,"Dabra Warq Monastery, Donald Davies Collection, Manuscript No. 1",,7
1800,1442,FALSE,,,35,52,59,Images not publicly available as of September 2022,,,1,69v,71a,3,2,right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon; monk cap,Mary; Jesus Christ; monk,,,,,,,4000,47,Davies-DW (EMIP) 1,"Dabra Warq Monastery, Donald Davies Collection, Manuscript No. 1",,7
1801,1442,FALSE,,,35,52,59,Images not publicly available as of September 2022,,,1,69v,71a,3,3,bottom-left,The other monks preventing him for eating,,monk,,,,,,,4000,47,Davies-DW (EMIP) 1,"Dabra Warq Monastery, Donald Davies Collection, Manuscript No. 1",,7
1802,1443,FALSE,,236,35,52,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_163a.jpg,1,154v,163,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",church; building; food; club; stick,monk,,,How the monks beat and kicked Abba Śalusi,,,,2000,36,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,7
1803,1443,FALSE,,236,35,52,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_163a.jpg,1,154v,163,3,2,bottom-right,The other monks preventing him for eating,,monk,,,How the monks prevented Abba Śalusi from eating beans/lupine seeds,,,,2000,36,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,7
1804,1443,FALSE,,236,35,52,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_163a.jpg,1,154v,163,3,3,top-right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon; monk cap,Mary; Jesus Christ; monk,,,How Abba Śalusi prayed,,,,2000,36,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,7
1805,1444,FALSE,,,35,52,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_145.jpg,2,72r,145,3,1,top-left,The monk escapes through the wall of the church,church; monk cap,monk,,,How Abba Saluśi left; Skullcap of Abba Śalusi,,,,1100,43,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,7
1806,1444,FALSE,,,35,52,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_145.jpg,2,72r,145,3,2,bottom-left,The other monks preventing him for eating,,monk,,,How the monks prevented Abba Śalusi from eating beans/lupine seeds,,,,1100,43,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,7
1807,1444,FALSE,,,35,52,63,https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,,https://ethiopic-manuscripts.s3.amazonaws.com/BNF/d'Abbadie/114/d'Abbadie+(BNF)+114_145.jpg,2,72r,145,3,3,right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon; book,Mary; Jesus Christ; monk,,,How Abba Śalusi prayed before the icon of Our Lady,,,,1100,43,d'Abbadie (BNF) 114,"Bibliothèque nationale de France, Ethiopien d'Abbadie Collection, Manuscript No. 114",https://gallica.bnf.fr/ark:/12148/btv1b52504901k.r=Ethiopien%20d%27Abbadie%20114?rk=21459;2,7
1808,1445,FALSE,,,35,52,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_082b.jpg,1,82r,82,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",food,monk,,,How the monks beat and kicked Abba Śalusi,,,,1000,43,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7
1809,1445,FALSE,,,35,52,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_082b.jpg,1,82r,82,3,2,bottom-left,The other monks preventing him for eating,,monk,,,How the monks prevented Abba Śalusi from eating beans/lupine seeds; Abba Śalusi,,,,1000,43,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7
1810,1445,FALSE,,,35,52,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_082b.jpg,1,82r,82,3,3,right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon,Mary; Jesus Christ; monk,,,How Abba Śalusi prayed,,,,1000,43,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7
1811,1446,FALSE,TRUE,,35,52,54,"Budge, Lady Meux facsimile",,https://ia903203.us.archive.org/BookReader/BookReaderImages.php?zip=/4/items/gri_33125008690600/gri_33125008690600_jp2.zip&file=gri_33125008690600_jp2/gri_33125008690600_0392.jp2&id=gri_33125008690600&scale=4&rotate=0,1,63r,393,3,1,top-left,"The monk surrounded by the other monks, who are attacking him",club; stick; monk cap; food; church,monk,,,,"Plate LXXXIV Of Budge, Lady Meux facsimile",,,1100,54,B-Oslo (SCOL) 248,"Schøyen Collection-London-Oslo, [Ethiopic Collection], Manuscript No. 248",,7
1812,1446,FALSE,,,35,52,54,"Budge, Lady Meux facsimile",,https://ia903203.us.archive.org/BookReader/BookReaderImages.php?zip=/4/items/gri_33125008690600/gri_33125008690600_jp2.zip&file=gri_33125008690600_jp2/gri_33125008690600_0392.jp2&id=gri_33125008690600&scale=4&rotate=0,1,63r,393,3,2,bottom-left,The other monks preventing him for eating,,monk,,,,,,,1100,54,B-Oslo (SCOL) 248,"Schøyen Collection-London-Oslo, [Ethiopic Collection], Manuscript No. 248",,7
1813,1446,FALSE,,,35,52,54,"Budge, Lady Meux facsimile",,https://ia903203.us.archive.org/BookReader/BookReaderImages.php?zip=/4/items/gri_33125008690600/gri_33125008690600_jp2.zip&file=gri_33125008690600_jp2/gri_33125008690600_0392.jp2&id=gri_33125008690600&scale=4&rotate=0,1,63r,393,3,3,right,The monk standing praying in a church before the icon of the Virgin and Child with his skull-cap fallen to the ground,church; icon,Mary; Jesus Christ; monk,,,,,,,1100,54,B-Oslo (SCOL) 248,"Schøyen Collection-London-Oslo, [Ethiopic Collection], Manuscript No. 248",,7
1814,1447,TRUE,,,1,1,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f044v,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+648/BOr648_f044v.jpg,1,44v,,3,1,top,The five monks are stripped of their clothes by men riding camels,camel; reins; cloth,,,,,,,,1100,19,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,8
1815,1447,FALSE,,,1,1,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f044v,,,1,44v,,3,2,bottom-left,The monks appeal to St Mary for a miracle,church; icon; throne,Mary,,,,,,,3000,19,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,8
1816,1447,FALSE,,,1,1,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f044v,,,1,44v,,3,3,bottom-right,The Arabs return the clothes to the robbed monks,cloth,,,,,,,,3000,19,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,8
1817,1448,TRUE,,,1,2,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f061v,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+648/BOr648_f061v.jpg,2,61v,,3,1,top-left,The monks of the monastery see a young man leading the donkey,donkey; grass; church,monk,,,,,,,1100,30,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,12
1818,1448,FALSE,,,1,2,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f061v,,,2,61v,,3,2,bottom,The monks approach the young man and the donkey carrying the book,staff; donkey,monk,,,,,,,3000,30,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,12
1819,1448,FALSE,,,1,2,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f061v,,,2,61v,,3,3,top-right,The monks pray before the icon of St Mary,icon; church,Mary; monk,,,,,,,3000,30,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,12
1820,1449,FALSE,,,51,93,61,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f142v,,,3,142v,,3,1,top-left,"Hildephonsus of Toledo sits upon the throne, wears the garment given to him by Mary, and reads the Miracles of Mary",throne; fly whisk; mitre,Ildefonsus of Toledo; bishop,,,,,,,3000,4,BOr (BL) 520,"British Library, ""Orient"" Collection, Manuscript No. 520",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f001r,13
1821,1449,FALSE,,,51,93,61,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f142v,,,3,142v,,3,2,top-right,The throne and garment are after Hildephonsus of Toledo's death,throne,,,,,,,,3000,4,BOr (BL) 520,"British Library, ""Orient"" Collection, Manuscript No. 520",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f001r,13
1822,1449,FALSE,,,51,93,61,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f142v,,,3,142v,,3,3,bottom-right,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,mitre; spear,bishop; angel,,,,,,,3000,4,BOr (BL) 520,"British Library, ""Orient"" Collection, Manuscript No. 520",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_520_f001r,13
1823,1450,FALSE,,,51,93,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f038v,,,3,38v,,3,1,top-left,"Hildephonsus of Toledo sits upon the throne, wears the garment given to him by Mary, and reads the Miracles of Mary",throne; mitre; manuscript; book; folio; building; arch,Ildefonsus of Toledo; bishop,,,,,,,3000,16,BOr (BL) 635,"British Library, ""Orient"" Collection, Manuscript No. 635",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f001r,13
1824,1450,FALSE,,,51,93,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f038v,,,3,38v,,3,2,top-right,The throne and garment are preserved after Hildephonsus of Toledo's death,throne; building; arch,,,,,,,,3000,16,BOr (BL) 635,"British Library, ""Orient"" Collection, Manuscript No. 635",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f001r,13
1825,1450,FALSE,,,51,93,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f038v,,,3,38v,,3,3,bottom-right,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,sword; spear,angel; bishop,,,,,,,3000,16,BOr (BL) 635,"British Library, ""Orient"" Collection, Manuscript No. 635",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_635_f001r,13
1826,1451,FALSE,,,51,93,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f037r,,,2,37r,,3,1,top-left,"Hildephonsus of Toledo sits upon the throne, wears the garment given to him by Mary, and reads the Miracles of Mary",throne; mitre; hand cross; book; manuscript; folio,Ildefonsus of Toledo; bishop,,,How Däqsəyos sat on the throne that our Lady gave him; How Däqsəyos read the book of the Miracles of our Lady,,,,9000,15,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,13
1827,1451,FALSE,,,51,93,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f037r,,,2,37r,,3,2,top-right,The throne and garment are preserved after Hildephonsus of Toledo's death,throne,,,,How the throne was abandoned when the archbishop who sat on it after Däqsəyos fell; How the garment of Däqsəyos was abandoned by the archbishop who fell,,,,9000,15,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,13
1828,1451,FALSE,,,51,93,63,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f037r,,,2,37r,,3,3,bottom,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,mitre; spear,bishop; angel,,,How the angel caused the archbishop to fall from the throne of Däqsəyos and he smote him; How the archbishop who sat upon the throne of Däqsəyos fell; How his crown fell,,,,9000,15,BOr (BL) 641,"British Library, ""Orient"" Collection, Manuscript No. 641",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_641_f001r,13
1829,1452,FALSE,,,51,93,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f019v,,,2,19v,,3,1,top-left,"Hildephonsus of Toledo sits upon the throne, wears the garment given to him by Mary, and reads the Miracles of Mary",throne; handkerchief; mitre,Ildefonsus of Toledo; bishop,,,How Däqsəyos sat on the throne that our Lady gave him; How Däqsəyos read the book of the Miracles of our Lady,,,,9000,8,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,13
1830,1452,FALSE,,,51,93,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f019v,,,2,19v,,3,2,top-right,The throne and garment are preserved after Hildephonsus of Toledo's death,throne,,,,How the throne was abandoned when the archbishop who sat on it after Däqsəyos fell; How the garment of Däqsəyos was abandoned by the archbishop who fell,,,,9000,8,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,13
1831,1452,FALSE,,,51,93,48,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f019v,,,2,19v,,3,3,bottom,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,throne; sword; spear,angel; bishop,,,How the angel caused the archbishop to fall from the throne of Däqsəyos and he smote him; How the archbishop who sat upon the throne of Däqsəyos fell; How his crown fell,,,,9000,8,BOr (BL) 645,"British Library, ""Orient"" Collection, Manuscript No. 645",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_645_f001r,13
1832,1453,FALSE,,,51,93,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f011v,,,1,11v,,4,1,top-left,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",throne; manuscript; book; pen; reed; mitre,Mary; Jesus; Ildefonsus of Toledo; author; bishop,,,,,,,3000,4,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,13
1833,1453,FALSE,,,51,93,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f011v,,,1,11v,,4,2,bottom-left,St Mary presenting to Hildephonsus of Toledo a throne and garment,throne; mitre,Mary; Jesus; Ildefonsus of Toledo,,,,,,,3000,4,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,13
1834,1453,FALSE,,,51,93,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f011v,,,1,11v,,4,3,top-center,The throne and garment are preserved after Hildephonsus of Toledo's death,throne,,,,,,,,3000,4,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,13
1835,1453,FALSE,,,51,93,67,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f011v,,,1,11v,,4,4,top-right / bottom,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,throne; mitre; sword; spear; heavenly clouds,"Mary; Jesus Christ, angel; bishop",,,,,,,3000,4,BOr (BL) 648,"British Library, ""Orient"" Collection, Manuscript No. 648",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,13
1836,1454,FALSE,,,51,93,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_061a.jpg,1,56v,61a,2,1,top,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",throne; manuscript; book; mitre; pen; reed; ink well; ink stand; ink horn; knife; pen knife,Mary; Ildefonsus of Toledo; author; bishop,,,How Däqsəyos wrote the book of the miracles of the Lady of all of us and he gave it to her; How our Lady received the book of her miracles from the hand of Däqsəyos and she returned it a second time and she blessed him; The throne of Däqsəyos,,,,2000,3,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,13
1837,1454,FALSE,,,51,93,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_061a.jpg,1,56v,61a,2,2,bottom-right,St Mary presenting to Hildephonsus of Toledo a throne and garment,throne,Mary,,,How she strengthened his throne with her own hand,,,,2000,3,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,13
